,Gender_Nonbinary,Churn,Marital_Widowed,Port_modem,Population
7636,0,0,0,1,26935
7568,0,0,0,1,426
2246,0,0,1,0,6976
566,0,0,0,1,3519
6495,0,0,1,0,35101
2567,0,0,0,1,900
9791,0,0,0,0,11295
9670,0,0,0,1,489
9017,0,0,1,1,6019
5710,0,0,0,1,26235
6545,0,0,0,0,10025
8045,0,0,0,1,24089
9318,0,0,0,0,2439
4620,0,0,1,0,439
8137,0,0,0,0,2564
6292,0,0,0,1,4160
8668,0,0,0,0,173
3008,0,0,1,0,3803
8294,0,0,0,0,11268
9658,0,0,0,1,810
3097,0,0,0,1,47309
6440,0,0,0,0,28577
7838,0,0,0,1,46327
1932,0,1,0,1,4705
3241,0,1,0,1,1680
8065,0,1,1,1,2389
9256,0,0,0,0,370
1804,0,0,0,0,24653
9515,0,0,0,0,3373
9053,0,0,0,0,1760
6036,0,0,0,1,10268
7251,0,0,0,1,17119
440,0,1,1,0,655
7628,0,0,0,0,9026
3865,0,0,0,1,32069
7620,0,0,0,1,241
3300,0,1,0,1,7222
5214,0,0,0,1,913
7835,0,0,0,0,14696
1101,0,0,0,0,370
4034,0,0,0,1,16
3302,0,0,1,1,666
8371,0,0,0,0,46
5988,0,0,0,0,488
7742,0,0,1,1,1622
7630,0,0,0,1,332
5967,0,0,0,0,5602
5932,0,0,0,1,21997
7189,0,0,0,1,2719
7487,1,0,1,1,1285
346,0,0,0,1,11472
132,0,1,0,1,25328
2762,0,1,0,0,5831
8844,0,0,1,0,3989
3401,0,0,1,0,51447
9463,0,0,0,0,206
5457,0,0,0,0,67053
4065,0,1,0,1,27612
8446,0,0,0,0,52
9985,0,0,1,0,681
3125,0,1,0,1,210
7375,0,0,0,0,7762
6538,0,0,0,1,1860
4341,0,1,0,0,1204
1731,0,1,1,0,7825
6655,0,0,0,0,20258
7166,0,0,0,0,9755
3753,0,1,0,1,12449
805,0,0,0,1,11455
6884,0,0,0,1,10896
195,0,1,0,1,13287
5931,0,0,0,0,26634
1028,0,0,0,1,4715
6432,0,0,0,0,165
1863,0,0,0,0,486
1918,0,0,0,1,1485
4208,0,1,0,1,14693
8771,0,0,0,0,227
401,0,1,0,1,39
5177,0,1,0,0,2249
3259,1,0,0,1,3697
4174,0,1,0,0,4022
9826,0,0,0,0,1245
4802,0,1,0,0,8751
103,0,0,0,0,19904
5058,0,0,0,1,106
2716,0,0,0,1,1442
8972,0,0,0,1,9593
1019,0,0,0,0,4436
2115,0,1,0,0,4125
4871,0,1,0,0,2064
7415,0,0,0,0,34276
6796,0,0,0,0,34460
3824,0,0,0,0,0
9753,0,0,0,0,898
2828,0,1,0,0,8488
8084,0,0,0,1,392
8883,0,0,0,1,30373
4844,0,1,0,1,1590
518,0,0,0,0,2905
8983,0,0,1,0,4420
6259,0,0,1,0,1207
7365,0,0,0,0,39088
6909,0,0,0,1,78
2851,0,0,0,1,31758
6149,0,0,0,0,2285
7345,0,0,0,1,2692
1929,0,0,1,0,3282
8672,0,0,0,1,24570
7104,0,0,0,0,9908
830,0,0,1,1,225
5869,0,0,0,1,16110
4566,0,1,0,1,6412
3141,0,1,0,1,61
4820,0,0,1,0,733
9945,0,0,0,1,231
1073,0,1,0,0,2857
7639,0,0,1,1,19866
4601,0,1,0,1,11762
3604,0,0,0,1,0
2888,0,0,1,0,3769
1305,0,0,1,0,3028
7359,0,0,0,0,4799
447,0,0,0,0,8800
1518,0,0,0,0,302
8085,0,1,0,0,645
279,0,1,0,0,3064
5336,0,0,1,0,870
2349,0,1,0,1,40
3030,0,0,0,1,38835
983,0,1,0,1,3622
7859,0,0,0,1,108
5661,0,0,0,1,239
5964,0,0,0,0,13568
123,0,0,0,1,31859
9012,0,0,0,0,11850
2891,0,1,0,1,11118
9305,0,0,0,1,761
9280,0,0,1,1,329
2718,0,1,0,0,16649
7532,0,0,0,1,1020
6147,0,0,0,0,2334
8767,0,0,0,0,33287
4895,0,0,0,0,7570
2333,0,0,0,0,1070
8456,0,0,0,0,913
603,0,0,0,1,667
9226,0,0,0,1,10122
6486,0,0,1,0,398
4864,0,0,0,0,62135
3679,0,1,1,0,10509
6125,0,0,0,1,4846
7923,0,0,0,0,4986
823,0,0,0,0,4102
1122,0,1,0,0,3172
6158,0,0,0,0,779
1056,0,1,1,1,10148
3851,0,1,0,1,8778
7769,0,0,0,1,52
6765,0,0,0,1,3039
8909,0,0,0,1,4350
3428,0,1,0,0,197
6817,0,0,0,1,8582
3163,0,0,1,0,8013
6653,0,0,0,1,9826
6119,0,0,0,0,8149
359,0,0,1,1,19324
948,0,1,0,1,26086
9394,0,0,0,1,26
842,0,1,0,1,5622
980,0,0,1,0,21408
3286,0,1,1,0,995
4716,0,1,0,0,249
7852,0,0,1,0,2057
2589,0,1,0,0,1024
4812,0,1,0,1,421
3849,0,1,0,0,497
1596,1,1,1,0,1026
3917,0,0,0,0,40447
9637,0,0,0,1,22405
2650,0,0,1,1,9996
6377,0,0,0,1,3263
435,0,1,0,0,6349
9377,0,0,0,0,16163
4224,0,1,0,0,13077
4641,0,0,0,0,182
573,0,1,0,1,5548
4549,0,1,0,0,20935
3538,0,1,0,1,37
9896,0,0,0,0,15684
3880,0,1,0,0,325
7011,0,0,0,1,256
8677,0,0,0,1,2889
4851,0,1,1,0,615
1938,0,1,0,1,2713
7145,0,0,0,0,50992
4928,0,1,0,0,8192
9194,0,0,0,0,55
735,0,0,0,0,6502
8780,0,0,1,1,13712
2021,0,0,0,1,5184
4400,0,0,0,0,285
1470,0,1,1,0,22028
2980,0,1,0,1,8412
9327,0,0,0,1,60254
5876,0,0,0,0,7565
1163,0,0,1,0,128
2923,0,0,0,0,2778
4912,0,1,0,0,20007
6803,0,0,0,1,1241
8457,0,1,1,1,963
5,0,0,0,1,17701
6508,0,1,0,0,1089
2261,0,1,0,0,0
6422,0,0,0,0,1271
9211,0,0,1,0,8199
9565,0,0,0,1,1765
1098,0,1,0,1,8013
295,1,0,0,0,12478
1175,0,0,1,1,19556
622,0,0,0,0,501
2018,0,1,0,0,1512
5206,0,0,0,0,48386
8180,0,0,0,0,18745
4095,0,0,0,1,27872
9949,0,0,0,1,10450
9419,0,0,0,0,1899
4649,0,0,0,1,12478
5067,0,0,0,1,2907
3642,0,0,0,1,3195
41,0,0,0,1,23
5397,0,0,1,0,18856
7095,0,0,0,0,9391
8121,0,0,0,0,46
7635,0,1,0,0,4971
1354,0,1,0,1,25577
6166,0,0,0,0,11346
127,0,0,0,0,29210
6390,0,0,0,0,570
3546,0,0,0,1,66
982,0,0,0,1,1042
7023,0,1,0,0,172
5521,0,0,0,0,5192
8054,0,0,0,0,10122
4675,0,0,0,0,213
993,0,0,1,0,219
4669,0,1,1,1,4059
1615,0,0,0,1,1052
8999,0,0,1,0,3185
5424,0,0,0,0,5796
3655,0,0,0,1,45763
7066,0,0,0,1,121
3284,0,1,0,0,1454
6570,0,0,0,1,3034
738,0,0,0,0,45995
4454,0,1,0,0,599
4989,0,0,0,0,3519
1416,0,1,1,1,62
4854,0,0,0,0,38620
9865,0,1,1,0,16853
1371,0,0,0,1,1185
9719,0,0,1,1,1349
3288,0,0,1,0,7710
3028,0,0,0,1,6366
9073,0,0,0,1,1208
8747,0,0,0,0,15183
5213,0,0,0,0,293
488,0,0,0,0,27454
7076,0,0,1,0,4709
7774,0,0,1,0,859
8305,0,0,0,1,202
6772,0,0,0,1,3066
6887,0,0,0,0,4767
3439,0,0,0,1,23064
9905,0,0,0,1,54413
5362,0,0,0,0,24983
3117,0,1,0,0,6571
8521,0,1,1,0,11022
6801,0,0,0,0,1815
5984,0,0,1,1,204
9155,0,0,0,0,315
4007,0,1,0,0,6672
2817,0,0,0,1,145
5777,0,0,0,1,1733
8714,0,0,0,0,34962
7022,0,0,0,0,1257
6285,0,0,0,1,22640
3013,0,1,0,0,63
7820,0,0,1,1,20006
7756,0,0,1,0,5430
2216,0,1,0,1,37358
5154,0,0,0,1,2593
5441,0,0,0,1,238
4960,0,1,0,0,2085
4329,0,0,0,1,1246
2327,0,1,0,0,3479
9215,0,0,0,0,2532
7698,0,0,0,0,356
1200,0,0,0,1,30927
3843,0,1,1,1,1070
6634,0,0,1,0,444
1814,0,0,0,0,64417
7456,0,0,0,1,1368
8013,0,0,1,0,1063
6348,0,0,0,0,244
2674,0,0,0,0,727
396,0,1,0,1,586
6481,0,0,0,0,1212
4221,0,0,1,1,956
8095,0,0,0,1,6508
7377,0,0,0,0,27186
4878,0,0,0,1,3708
9648,0,0,0,0,929
208,0,1,0,1,11245
1673,0,1,0,1,103
1329,0,0,0,0,8741
171,0,1,0,1,43714
3251,0,1,0,1,1353
7241,0,0,1,1,684
267,0,1,0,1,655
7624,0,0,0,1,121
2369,0,1,0,0,1181
7069,0,0,0,0,3406
5250,0,0,0,0,236
9112,0,0,1,1,1209
4469,0,1,0,0,1992
8482,0,0,1,0,166
6719,1,0,0,0,3448
6585,0,0,1,0,597
7903,0,0,0,0,113
5267,0,0,0,0,5148
9831,0,0,0,1,1077
3677,0,0,1,0,2050
5266,0,0,0,1,4108
7709,0,0,0,0,422
9330,0,1,0,0,1024
216,0,0,0,1,266
4491,0,1,0,0,4870
9635,0,1,0,1,3269
9988,1,0,0,1,1674
2218,0,0,1,1,617
7110,0,0,0,1,39698
7569,1,0,0,0,4988
9932,0,1,1,0,3097
3414,0,0,1,1,4480
5188,0,0,0,1,22052
5320,0,0,0,0,185
9875,0,0,0,0,1491
517,0,0,0,1,440
1214,0,0,0,1,7088
3198,0,0,1,1,5993
2311,0,1,0,1,405
2551,0,0,0,1,467
1700,0,0,0,1,20195
5248,0,0,1,1,8038
9087,0,0,0,0,1645
6368,0,0,0,1,684
1243,0,1,1,0,3801
9626,0,0,0,1,8385
9086,0,0,0,1,10516
1565,0,0,0,1,25537
2736,0,0,0,1,41454
8564,0,0,0,0,487
8215,0,0,0,0,11188
1598,0,0,0,1,15786
7865,0,0,0,0,1284
1645,0,0,0,1,8208
8616,0,0,0,1,53
8300,0,0,0,1,29154
6808,0,0,0,1,2119
5252,0,0,0,0,524
3111,0,0,0,0,1066
4312,0,0,0,0,2830
7588,0,0,0,0,2121
4378,0,0,0,1,14632
8432,0,0,1,1,657
658,0,1,0,1,5176
8031,0,0,0,0,5516
9991,0,0,0,0,1378
2834,0,1,0,1,11371
7523,0,0,0,1,12
6263,0,0,0,0,10827
182,0,0,0,1,530
7186,0,0,0,0,8236
2360,0,0,0,1,239
8107,0,0,0,1,1337
1084,0,1,1,0,7665
1316,0,0,0,0,949
9045,0,0,0,0,698
9321,0,0,1,1,304
5425,0,0,0,1,21609
2808,0,0,1,0,11342
1489,0,0,0,0,9930
5260,0,0,1,0,417
2086,0,1,0,0,0
1034,0,1,0,0,2856
8503,0,1,0,1,28465
800,0,1,0,0,1130
2906,0,0,0,1,34941
6842,0,0,0,0,5548
8061,0,0,0,1,137
5715,0,0,0,1,35087
7250,0,0,0,1,1488
6758,0,0,1,0,625
7845,0,0,0,0,2301
7356,0,0,0,0,711
5350,0,0,0,0,16715
7404,0,0,0,1,106
3728,0,0,0,1,0
7883,0,0,0,0,330
5820,0,0,0,0,584
9644,0,0,0,1,2872
2309,0,0,1,0,2000
298,0,0,0,0,4926
979,0,1,0,1,7291
98,0,0,0,0,17600
9173,0,0,0,1,0
2461,0,0,0,0,28234
414,0,0,0,0,757
8401,0,0,0,0,18015
6185,0,0,0,1,7154
7146,0,1,0,0,174
7531,0,0,0,1,41107
7577,0,0,0,0,834
886,0,0,0,0,577
5712,0,0,0,1,19721
770,1,1,0,1,13245
4896,0,0,0,1,2326
1499,0,1,1,0,636
3208,0,1,1,1,6740
2960,0,0,0,0,26238
9438,0,0,0,1,14989
394,0,1,0,0,31845
5414,0,1,1,1,26
6384,0,0,0,0,6020
9825,0,0,0,0,1345
4423,0,1,0,0,191
4717,0,0,1,0,52688
4573,0,0,1,1,2180
5284,0,0,1,0,17141
2407,0,0,0,0,3968
9972,0,0,0,1,25258
2059,0,1,0,0,458
4269,0,1,0,0,21314
8846,0,0,1,1,0
898,0,0,0,0,8149
5125,0,0,0,0,5548
4486,0,0,0,0,13981
2731,0,0,1,1,266
1680,0,1,0,0,3102
8908,0,0,1,0,12326
4138,0,1,0,0,170
9459,0,0,0,0,115
1417,0,0,0,1,13
5017,0,0,0,1,15806
5627,0,0,1,1,4339
9373,0,0,0,1,2310
3463,0,1,1,1,9876
5608,0,1,0,0,1833
9795,0,0,0,0,3431
3852,0,0,0,1,1808
8016,0,0,0,0,2057
5342,0,0,0,0,27
1004,0,1,1,0,12067
8877,0,0,0,1,325
4430,0,1,0,1,38016
1257,0,0,0,0,11631
1070,0,0,0,0,5210
1666,0,1,0,1,26659
6198,0,0,1,0,902
7082,0,0,0,1,58167
2247,0,0,1,0,35373
5077,0,1,1,0,3119
4203,0,1,0,0,2115
3001,0,1,0,1,50869
8048,0,0,1,0,48382
1087,1,1,0,1,1428
5176,0,0,0,0,722
939,0,1,0,1,2578
3521,0,1,0,0,177
8415,0,0,0,0,5185
5755,0,0,0,0,3817
4887,0,1,0,1,353
4050,0,1,0,1,182
4800,0,0,1,0,18402
6193,0,0,1,0,2123
9627,0,0,0,0,2692
1992,0,0,1,0,24202
5824,0,0,0,0,7349
2298,0,1,1,1,4175
3027,0,1,0,0,52078
5351,0,0,1,1,1536
4342,0,1,0,1,2838
338,0,0,1,1,7256
4214,0,1,0,1,12
1085,0,0,1,0,40019
3504,0,0,0,0,52371
4177,0,1,1,0,38272
7055,0,0,0,0,2285
5852,0,0,0,1,8217
492,0,0,0,0,321
8700,0,0,0,0,25928
3871,0,0,0,1,244
660,0,1,0,1,20586
5236,0,0,0,0,13715
1346,0,0,0,1,388
9723,0,0,0,0,1114
2050,0,1,0,0,11941
2606,0,1,0,1,612
9503,0,0,0,0,1220
1363,0,0,1,0,408
1894,0,0,0,0,2090
5227,0,0,1,0,518
5832,0,0,0,1,2008
2610,0,1,0,0,9145
2136,0,1,1,0,30762
2337,0,0,0,0,404
8479,0,0,0,1,10727
4098,0,1,0,0,6403
6607,0,0,0,1,35999
9255,0,0,1,0,54101
5640,0,1,1,0,7070
3417,0,1,0,0,4402
561,0,1,0,0,1123
930,0,0,0,1,116
1764,1,0,0,0,907
6401,0,0,0,1,1030
1066,0,0,1,1,11092
2319,0,0,1,1,10189
1867,0,0,0,0,255
7339,0,0,0,0,380
5831,0,0,0,0,3108
5805,1,0,1,1,255
2335,0,1,0,0,450
2580,0,1,0,1,38865
1740,0,1,0,0,3547
5862,0,0,1,1,2385
2037,0,1,0,1,786
6839,0,0,1,0,23990
118,0,1,0,1,4210
6598,0,0,0,0,1233
6010,0,0,0,1,301
3205,0,0,0,1,1855
8141,0,0,0,1,988
5923,0,0,1,1,1471
5301,0,0,0,0,58160
5166,0,0,1,0,14026
3763,0,1,0,1,44239
3558,0,0,0,0,235
712,0,0,0,0,1874
8763,0,0,1,0,75
4522,0,0,1,0,756
4967,0,1,0,1,1851
9625,0,0,0,1,18353
4275,0,0,0,1,748
2853,0,0,1,0,5622
1036,0,0,0,1,5081
1303,0,0,0,1,9077
7855,0,0,0,1,801
2381,0,1,0,1,100
2168,0,0,0,0,10951
5569,0,0,0,0,2451
6493,0,0,0,1,16681
7120,0,0,0,1,343
9906,0,0,1,0,1687
782,0,1,1,1,1259
2866,0,0,0,1,925
4336,0,0,0,0,2074
4614,0,1,0,0,3274
1432,0,1,1,0,208
7915,0,0,0,1,165
4484,0,1,0,0,6032
4045,0,1,0,0,19403
6747,0,0,0,0,1128
7084,0,0,0,1,25463
7129,0,0,1,0,852
9158,0,0,0,0,3756
5791,0,0,1,0,155
5653,0,0,0,1,7884
85,0,0,0,0,35279
7103,0,0,0,0,1061
5563,0,0,0,0,829
5008,0,0,0,1,342
2852,0,1,0,0,767
9397,0,0,1,1,440
7524,0,0,0,1,5563
9814,0,0,0,1,17370
6299,0,0,0,0,142
3947,0,1,0,1,999
6515,0,0,0,0,135
1515,0,1,0,0,5981
2467,0,0,0,0,23761
3449,0,0,0,0,378
3338,0,0,0,1,1227
8337,0,0,0,0,74413
2792,0,0,0,0,6818
4232,0,0,1,0,28755
4019,1,1,0,1,34191
7466,0,0,0,0,1351
4651,0,1,0,0,470
9016,0,0,0,1,9647
9127,0,0,0,1,30226
504,0,1,1,0,2453
940,0,1,0,0,1864
4845,0,0,0,0,9777
9047,0,1,0,0,7289
5198,0,0,0,1,1576
7971,0,0,1,1,11848
5859,0,0,0,0,15535
3297,0,1,1,1,1961
4234,0,1,0,1,5863
1652,0,1,0,0,540
2523,0,1,0,0,767
2051,0,0,0,1,3718
9866,0,0,0,1,526
1464,0,1,0,1,170
3155,0,0,0,1,32135
9282,1,0,0,0,17620
9199,0,0,0,0,4900
2782,0,1,0,1,2119
9446,0,0,0,1,7260
2909,0,0,0,0,1692
2254,0,0,1,1,19980
5865,0,0,0,0,689
8676,0,0,0,1,1551
3362,0,0,0,0,540
9655,0,0,0,1,2916
6917,0,0,0,1,3085
4644,0,1,1,1,217
1685,0,1,1,0,5964
4283,0,1,1,1,1652
1592,0,1,0,1,309
9154,0,0,0,0,985
5513,0,0,0,0,802
8086,0,0,0,1,58797
2781,0,0,1,0,4906
2666,0,1,0,0,6402
4598,0,0,0,0,3219
688,0,0,1,1,2476
2766,0,1,0,1,10218
2949,0,0,1,0,8601
6278,0,0,0,1,1018
6919,0,0,0,1,1663
4977,0,1,0,1,357
6489,0,0,0,1,22255
2396,0,0,0,0,1875
6605,0,0,1,1,35923
1868,0,1,0,1,27566
6830,0,0,0,1,966
6764,0,0,0,0,2682
6468,0,0,0,0,13088
6097,0,0,1,0,654
5614,0,0,0,0,471
1573,0,0,1,1,2276
299,0,1,0,0,473
5023,0,0,0,1,541
1949,0,1,0,0,184
1759,0,1,0,1,24278
3095,0,1,1,1,18945
834,0,1,0,0,945
1625,0,0,1,1,102
2597,0,1,0,0,475
8411,0,0,0,0,17334
40,0,0,0,0,1164
9575,0,0,1,1,227
6579,0,0,1,1,250
8207,0,0,0,1,42023
4115,0,0,0,0,14119
704,0,0,0,0,328
9342,0,0,0,0,1922
5578,0,0,0,1,1830
5704,0,0,0,0,3496
398,0,1,0,0,924
7474,0,0,0,1,17766
3136,0,0,1,1,6454
3995,0,0,1,1,2107
6407,0,0,0,0,24514
1388,0,1,1,1,955
9274,0,0,0,0,16228
9947,0,0,0,0,793
8809,0,0,0,1,6572
3166,0,0,1,0,1478
4082,0,1,0,0,35952
5816,0,1,0,1,1924
8009,0,0,0,1,11725
6526,0,0,0,1,45298
4021,0,0,0,0,445
7715,1,0,1,1,33960
7175,0,0,0,1,53
3872,0,0,1,0,955
1014,0,1,0,1,27017
1751,0,1,1,0,4389
5132,0,0,0,1,0
9395,0,0,0,0,69
595,0,1,0,1,6924
6469,0,0,1,0,1407
4002,0,0,1,0,230
4948,0,1,0,0,23787
3438,0,0,0,0,632
3160,0,1,0,0,13268
2667,0,0,1,1,414
5904,0,0,0,0,26054
8776,0,0,0,0,19350
9381,0,0,0,0,210
6399,0,0,0,1,121
104,0,1,0,1,13000
2008,0,1,1,0,2387
7511,0,0,0,0,56811
9665,0,0,0,1,378
7419,0,0,0,0,8052
4679,0,0,0,0,38748
9579,0,0,0,0,4667
8802,0,0,1,0,36711
5994,0,0,0,1,7802
25,0,1,0,0,29568
8549,0,0,1,0,4366
9210,0,0,0,1,46418
6922,0,0,0,1,10614
8424,0,0,0,1,464
5060,0,0,1,0,601
7432,0,0,0,0,3112
1549,0,1,0,1,87
4009,0,0,0,0,153
1527,0,0,0,0,8774
5231,0,0,0,0,21738
8813,0,0,1,1,39043
6473,0,0,1,1,2667
7452,0,0,0,1,418
5595,0,0,0,1,285
2221,0,0,1,1,22939
876,0,1,0,1,9177
4135,0,1,0,0,222
8685,0,0,0,1,54
1962,0,1,0,0,26216
1242,0,0,0,0,271
2230,0,1,0,1,119
9133,0,0,0,1,660
3577,0,1,0,1,4152
1599,0,0,0,1,29143
1044,0,1,0,1,122
2199,1,0,0,0,5407
1054,0,0,0,1,516
7092,0,1,0,0,467
1359,0,1,0,1,8778
684,0,0,0,1,145
485,0,0,0,0,8819
9841,0,0,1,0,259
1780,0,1,0,1,140
4502,0,1,0,1,1089
540,0,0,0,0,1341
3649,0,0,0,0,37878
6820,0,1,0,1,9005
9522,0,0,0,1,5283
3107,0,0,0,0,218
191,0,1,1,1,1655
6254,0,0,1,1,1751
2351,0,1,0,0,853
5987,0,0,0,1,1039
1511,0,0,1,1,382
147,0,0,0,0,98
4591,0,1,0,0,15133
6920,0,0,1,0,42442
6217,0,0,0,1,27211
5571,0,0,0,1,2142
647,0,1,0,0,385
7263,1,0,1,1,52484
6850,0,0,0,0,8769
8245,0,0,1,0,9956
7632,0,0,0,0,722
910,0,0,0,1,2479
3671,0,0,0,1,4555
6038,0,0,0,1,0
6849,0,0,0,1,25270
7844,0,0,0,0,18272
4031,0,0,0,0,5493
4440,0,0,0,1,17486
2069,0,0,0,1,924
9867,0,0,1,0,132
7780,0,1,0,1,9124
6281,0,0,0,1,233
5841,0,0,0,0,384
6606,0,0,0,0,2459
4944,0,0,0,0,55352
1973,0,0,0,0,5344
1154,0,1,1,0,1026
4088,0,0,0,1,0
6313,0,0,0,1,11988
2258,0,0,0,0,13649
7804,0,0,0,1,1158
415,0,0,1,0,19073
7937,0,0,0,1,3777
31,0,0,0,0,1765
7689,0,0,0,0,3072
9508,0,0,0,1,171
8273,0,0,0,0,7263
3181,1,0,0,0,12672
5484,0,0,0,0,69
6105,0,1,0,0,13805
3437,0,0,0,0,712
6429,0,0,0,0,1333
2147,0,0,0,1,1136
1568,0,1,1,0,779
9561,0,1,0,0,851
7493,0,0,0,1,62429
7155,0,0,0,0,2683
2100,0,0,0,0,16791
309,0,0,1,0,729
585,0,0,0,0,27981
8447,0,0,0,1,6079
3389,0,0,0,1,1057
4148,0,0,0,0,90
8103,0,0,0,1,19361
5996,0,0,1,1,1656
4292,0,1,0,1,324
169,0,1,0,1,2482
8669,0,0,0,1,660
3933,0,1,0,1,1045
5361,0,0,0,0,26188
9962,0,0,0,0,6009
4552,0,1,0,0,29268
422,0,1,0,0,0
7926,0,0,0,1,1166
4868,0,0,0,1,137
4211,0,1,0,0,497
4585,0,0,1,0,24613
8865,0,1,0,1,69
1086,0,1,0,1,814
8408,0,0,0,0,8774
9374,0,0,0,1,7883
5100,0,1,0,1,422
5185,0,0,1,1,825
5505,0,0,1,0,4082
9966,0,0,0,0,534
290,0,1,0,0,7334
816,0,1,0,1,1815
9752,0,0,0,0,271
4456,0,0,0,1,1083
9355,0,0,0,1,2357
6383,0,0,0,1,14260
1259,0,0,1,1,7033
6382,0,0,1,0,2000
6165,0,0,1,1,1458
3797,0,0,0,0,3853
7439,0,0,0,0,5028
322,0,1,0,1,582
6670,0,0,0,1,39078
3690,0,0,0,0,593
9717,0,0,0,0,782
5997,0,0,0,1,728
5031,0,0,1,1,3123
1418,0,1,1,1,743
150,0,1,0,0,4982
4728,0,0,0,0,1201
3592,0,1,0,1,1584
4654,0,1,1,1,304
7331,0,0,0,1,3015
899,1,0,0,0,278
5950,0,0,1,0,46581
2526,0,1,0,0,6197
4287,0,1,0,0,1581
6352,0,0,0,0,8139
3505,0,0,0,0,34496
4794,0,0,1,1,252
344,0,0,0,0,58
1882,0,1,0,1,2705
9599,0,0,0,0,452
149,0,1,0,1,2229
7618,0,0,0,0,207
4624,0,0,1,0,1841
7673,0,0,0,0,5394
5671,0,0,0,0,63218
3061,0,0,0,0,36753
8494,0,0,0,1,12695
1686,0,1,0,1,10499
2498,0,0,1,1,1129
9689,0,0,0,1,2065
8106,0,0,0,0,42522
164,0,1,0,1,10398
3347,0,1,1,1,1405
4189,0,0,1,0,245
8438,0,0,1,0,25752
2977,0,0,0,1,8882
9048,0,0,0,1,22795
4600,0,0,0,0,7285
3483,0,0,1,1,410
402,0,0,1,1,6250
8868,0,0,0,0,7691
9678,0,0,1,1,35913
9996,0,0,0,0,77168
5032,0,0,1,1,5199
4333,0,0,0,0,34624
4114,0,1,0,0,183
5613,0,0,0,0,2592
2183,0,1,0,1,24871
188,0,0,0,1,241
1254,0,0,0,0,88
106,0,1,1,0,2158
6611,0,0,1,0,5394
8532,0,0,0,1,4698
1616,0,0,0,0,208
767,0,0,1,0,1839
4451,0,0,0,0,17107
2873,0,0,0,0,24634
7938,0,0,0,0,1444
3044,0,0,0,0,226
954,0,1,0,1,3137
1387,0,0,0,1,534
3419,1,0,0,1,4420
7621,0,0,0,0,260
5878,0,0,0,0,322
3774,0,1,0,0,67
1035,0,0,0,1,3879
1991,0,1,0,1,10587
3482,0,1,1,0,2077
7718,0,0,0,0,20021
951,0,1,0,1,10891
992,0,1,1,1,3167
2336,0,1,0,0,2950
8367,0,0,0,0,9560
5572,0,0,0,1,27089
5812,0,0,0,1,1199
3650,0,1,0,0,266
3772,0,0,1,0,35489
3351,0,1,0,1,4543
4755,0,1,1,1,11254
198,0,0,0,0,315
1540,0,0,0,0,2912
5130,0,0,0,0,3891
3549,0,1,0,1,619
1632,0,1,0,1,38443
2970,0,0,1,1,378
48,0,0,0,1,15364
6807,0,0,0,0,42059
2546,0,0,1,1,94
3240,0,1,0,0,21943
1586,0,0,0,1,9611
2513,0,1,1,1,159
3622,0,1,0,0,36455
2235,0,0,0,1,2421
5285,0,0,1,0,2387
2889,0,1,1,0,13
6583,0,0,1,1,5621
4078,0,0,0,0,1032
2132,0,1,0,1,1074
2752,0,1,0,1,49019
252,0,1,1,0,2431
8427,0,0,0,0,4204
3152,0,0,0,1,34119
756,0,0,1,1,107
6980,0,0,0,0,139
5455,0,0,0,1,3651
7072,0,0,0,0,931
4063,0,0,0,1,12737
5242,0,0,0,1,865
3086,0,1,0,0,10885
2346,0,0,0,0,3499
4697,0,1,0,0,15988
9468,0,0,1,0,207
3931,0,0,0,0,3068
7218,0,0,1,0,12991
3479,0,0,0,0,109
5524,0,0,0,0,17448
8076,0,0,0,1,12541
8839,0,0,0,1,8979
5094,0,0,1,1,25256
3168,0,1,1,0,620
9488,0,0,0,1,548
9804,0,0,1,0,984
1369,0,0,0,0,3776
4532,0,1,0,0,2333
5926,0,0,0,1,392
2678,0,0,0,1,778
5535,0,0,0,0,1116
9893,0,0,0,0,6436
670,0,1,1,1,64
248,0,0,0,0,1317
3403,0,1,0,1,0
6676,0,0,0,0,157
6379,0,0,0,0,129
4464,0,0,0,1,447
9509,0,0,0,0,41665
6305,0,1,0,1,17801
794,0,1,0,1,3076
1097,0,0,0,1,127
6639,0,0,0,1,10896
8925,0,0,0,1,671
849,0,0,0,0,24615
8026,0,0,0,0,3937
1358,0,1,0,0,3758
6752,0,0,0,1,8345
1147,0,1,0,0,9696
5086,0,0,0,1,6055
3434,1,0,1,0,7430
3921,0,0,0,1,8750
1155,0,0,0,0,24147
804,0,1,0,1,1067
6418,0,0,0,1,253
8004,0,0,0,0,1973
3773,0,1,0,1,39309
9885,0,0,1,0,27568
376,0,0,0,0,222
2385,0,1,0,0,8469
4925,0,0,0,0,13489
1943,1,1,0,1,5584
5367,0,0,0,0,678
4777,0,1,0,0,39642
307,0,0,1,1,20731
4961,0,1,0,0,10185
1884,0,0,1,0,1120
2537,0,1,1,0,32572
4692,0,0,0,0,24743
5828,0,0,0,0,410
8992,0,0,1,0,15515
9218,0,0,1,1,2060
1059,0,1,0,0,1983
8297,0,0,0,1,30935
4535,0,1,1,1,1085
2468,0,1,0,0,1310
5456,0,0,1,0,555
8250,0,0,1,1,36959
6957,0,0,0,0,227
7400,0,0,0,0,684
1252,0,0,0,1,463
6376,0,0,0,0,925
7631,0,0,0,1,568
8945,0,0,0,0,17119
4665,0,1,0,0,25597
9214,0,0,0,0,3209
